"","IDHH","STATEID","URBAN2011","educ_cat","income_quintile","GROUPS","CI7","CI8","WT","WTn"
"155","2912021301","(29) Karnataka 29","(0) rural 0","Primary","Q2","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",2236.98777173,0.365596334940128
"156","2327020611","(23) Madhya Pradesh 23","(0) rural 0","No education","Q3","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",3663.89475416,0.598799202505847
"157","0963020101","(09) Uttar Pradesh 09","(1) urban 1","College+","Q1 (Poorest)","(1) Brahmin 1","(2) Only some confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"158","2014120609","(20) Jharkhand 20","(1) urban 1","Secondary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",4366.34554335,0.713602438021549
"159","2115050501","(21) Orissa 21","(0) rural 0","Secondary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",1863.53881198,0.304562666049656
"160","2339020901","(23) Madhya Pradesh 23","(1) urban 1","College+","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"161","0602010611","(06) Haryana 06","(0) rural 0","College+","Q4","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",898.69133115,0.146875303058456
"162","2721101201","(27) Maharashtra 27","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",9592.3,1.56769284479999
"163","2925352121","(29) Karnataka 29","(0) rural 0","College+","Q3","(2) Forward caste 2","(1) A great deal of confidence","(2) Only some confidence",478.1150679,0.0781395047004253
"164","2810061201","(28) Andhra Pradesh 28","(0) rural 0","Primary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",6292.21405492,1.0283517979888
"165","0967021203","(09) Uttar Pradesh 09","(0) rural 0","Middle","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",28390.25116129,4.63988757728896
"166","2911031402","(29) Karnataka 29","(0) rural 0","Middle","Q2","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",6898.83630383,1.12749354283755
"167","1809091401","(18) Assam 18","(0) rural 0","Middle","Q1 (Poorest)","(4) Dalit 4","(3) Hardly any confidence at all","(2) Only some confidence",10982.64912281,1.79492097273627
"168","2103030611","(21) Orissa 21","(0) rural 0","Secondary","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",6729.44563279,1.09980961479472
"169","0901060401","(09) Uttar Pradesh 09","(1) urban 1","College+","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"170","2422070401","(24) Gujarat 24","(1) urban 1","College+","Q5 (Richest)","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",6938.99873258,1.13405738593891
"171","2806051401","(28) Andhra Pradesh 28","(1) urban 1","Secondary","Q3","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",8110.15651136,1.32546254110767
"172","1806041501","(18) Assam 18","(0) rural 0","College+","Q4","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",11737.38297625,1.91826895619865
"173","0954030901","(09) Uttar Pradesh 09","(0) rural 0","No education","Q4","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",3652.17096124,0.59688315460549
"174","2907020801","(29) Karnataka 29","(0) rural 0","Primary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(3) Hardly any confidence at all",3469.5589441,0.567038429915387
"175","2822041011","(28) Andhra Pradesh 28","(0) rural 0","Middle","Q2","(2) Forward caste 2","(2) Only some confidence","(2) Only some confidence",4929.88825995,0.805703590461836
"176","0806110501","(08) Rajasthan 08","(1) urban 1","College+","Q3","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",3810.71445498,0.62279430216403
"177","2726011511","(27) Maharashtra 27","(0) rural 0","Middle","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(2) Only some confidence",5095.80270443,0.832819390370123
"178","1918031103","(19) West Bengal 19","(1) urban 1","Middle","Q3","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"179","3328021101","(33) Tamil Nadu 33","(1) urban 1","Higher secondary","Q3","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(1) A great deal of confidence",8239.85586393,1.34665962074438
"180","0608043211","(06) Haryana 06","(0) rural 0","Higher secondary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",767.60402544,0.125451386875093
"181","3316012411","(33) Tamil Nadu 33","(0) rural 0","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",17601.10517858,2.87659129187284
"182","2807011501","(28) Andhra Pradesh 28","(1) urban 1","Primary","Q2","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",8110.15651136,1.32546254110767
"183","0807072001","(08) Rajasthan 08","(0) rural 0","Secondary","Q4","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",7273.68886785,1.1887566061768
"184","0934060609","(09) Uttar Pradesh 09","(1) urban 1","College+","Q1 (Poorest)","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"185","0810050902","(08) Rajasthan 08","(0) rural 0","College+","Q1 (Poorest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",3053.24676406,0.498999521014311
"186","0113151101","(01) Jammu & Kashmir 01","(0) rural 0","Secondary","Q4","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",5948.1205848,0.972115767938708
"187","2321010411","(23) Madhya Pradesh 23","(0) rural 0","No education","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",1797.30043351,0.293737167266405
"188","2727011411","(27) Maharashtra 27","(0) rural 0","No education","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(2) Only some confidence",4629.44764902,0.756601853022192
"189","2325050111","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",8625.8552381,1.40974443429103
"190","0602041511","(06) Haryana 06","(0) rural 0","Middle","Q2","(4) Dalit 4","(3) Hardly any confidence at all","(2) Only some confidence",1238.97246897,0.202488274398053
"191","0511021601","(05) Uttarakhand 05","(0) rural 0","Secondary","Q2","(1) Brahmin 1","(2) Only some confidence","(1) A great deal of confidence",8575.64893137,1.40153909586078
"192","0806071301","(08) Rajasthan 08","(0) rural 0","Primary","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",5274.81258545,0.86207540922103
"193","2725131201","(27) Maharashtra 27","(1) urban 1","Secondary","Q2","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",9592.3,1.56769284479999
"194","0710390201","(07) Delhi 07","(1) urban 1","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"195","0712020101","(07) Delhi 07","(1) urban 1","Secondary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"196","2404070701","(24) Gujarat 24","(0) rural 0","Secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",3725.60401225,0.608884496164887
"197","2926050401","(29) Karnataka 29","(1) urban 1","Secondary","Q2","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",4741.77914111,0.774960461113599
"198","0113091201","(01) Jammu & Kashmir 01","(1) urban 1","Secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",1844.57654723,0.301463617148998
"199","3207030611","(32) Kerala 32","(0) rural 0","Secondary","Q5 (Richest)","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",3964.46036247,0.647921368570351
"200","0967051301","(09) Uttar Pradesh 09","(1) urban 1","Primary","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"201","3205050302","(32) Kerala 32","(1) urban 1","Secondary","Q5 (Richest)","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"202","3305071401","(33) Tamil Nadu 33","(0) rural 0","Primary","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",7925.95810428,1.29535854886359
"203","2501020701","(25) Daman & Diu 25","(0) rural 0","Middle","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",225.35821216,0.0368308389771118
"204","3209040101","(32) Kerala 32","(0) rural 0","Middle","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",11859.90301873,1.93829270378166
"205","0605070911","(06) Haryana 06","(0) rural 0","Middle","Q4","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",3147.1178998,0.514341108311711
"206","0208061801","(02) Himachal Pradesh 02","(0) rural 0","Higher secondary","Q3","(1) Brahmin 1","(1) A great deal of confidence","(2) Only some confidence",1077.39009785,0.176080475741772
"207","2925061602","(29) Karnataka 29","(0) rural 0","Higher secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",726.25070837,0.118692914008379
"208","2313040511","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",4003.99465651,0.65438255409319
"209","1912020401","(19) West Bengal 19","(1) urban 1","Middle","Q4","(2) Forward caste 2","(1) A great deal of confidence","(2) Only some confidence",5775.85751979,0.943962397585457
"210","1806111301","(18) Assam 18","(1) urban 1","College+","Q5 (Richest)","(5) Adivasi 5","(1) A great deal of confidence","(2) Only some confidence",3386.9209622,0.553532704183984
"211","1906020811","(19) West Bengal 19","(0) rural 0","Secondary","Q5 (Richest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",5497.15746124,0.898413771329588
"212","3305040611","(33) Tamil Nadu 33","(0) rural 0","Higher secondary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",7367.7925999,1.20413620725306
"213","2919321011","(29) Karnataka 29","(0) rural 0","No education","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",1439.63260226,0.235282646466831
"214","0923050704","(09) Uttar Pradesh 09","(0) rural 0","No education","Q1 (Poorest)","(2) Forward caste 2","(3) Hardly any confidence at all","(1) A great deal of confidence",4920.07586053,0.804099926235211
"215","0902010511","(09) Uttar Pradesh 09","(0) rural 0","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(3) Hardly any confidence at all",12049.79591837,1.96932736075068
"216","2803091401","(28) Andhra Pradesh 28","(1) urban 1","No education","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(3) Hardly any confidence at all",8110.15651136,1.32546254110767
"217","1032050202","(10) Bihar 10","(0) rural 0","No education","Q1 (Poorest)","(4) Dalit 4","(3) Hardly any confidence at all","(1) A great deal of confidence",12044.05238096,1.96838868050699
"218","2927021202","(29) Karnataka 29","(0) rural 0","No education","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",4838.76509948,0.790811111425069
"219","1601070611","(16) Tripura 16","(0) rural 0","Secondary","Q2","(4) Dalit 4","(2) Only some confidence","(3) Hardly any confidence at all",4873.49998841,0.796487918534989
"220","1014061101","(10) Bihar 10","(0) rural 0","No education","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",15376.64255788,2.51304197273182
"221","2716040401","(27) Maharashtra 27","(0) rural 0","Middle","Q2","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",9828.88714023,1.60635885471526
"222","2211060401","(22) Chhattisgarh 22","(1) urban 1","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(3) Hardly any confidence at all",5765.10772579,0.942205532689981
"223","0949030701","(09) Uttar Pradesh 09","(0) rural 0","College+","Q5 (Richest)","(2) Forward caste 2","(3) Hardly any confidence at all","(1) A great deal of confidence",5811.77231274,0.949832039269953
"224","0604081001","(06) Haryana 06","(0) rural 0","College+","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",791.94525272,0.129429532662913
"225","1909021011","(19) West Bengal 19","(0) rural 0","No education","Q3","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",13543.28821656,2.21341242790208
"226","2407020211","(24) Gujarat 24","(0) rural 0","College+","Q4","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",13738.43472772,2.24530569533879
"227","0710140509","(07) Delhi 07","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"228","1005010711","(10) Bihar 10","(0) rural 0","No education","Q4","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",21224.0987341,3.46870591232312
"229","1901060401","(19) West Bengal 19","(0) rural 0","No education","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",13141.42123172,2.14773433227381
"230","1907020431","(19) West Bengal 19","(0) rural 0","No education","Q1 (Poorest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",6780.61302522,1.108172025791
"231","3323110701","(33) Tamil Nadu 33","(1) urban 1","Secondary","Q3","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",8239.85586393,1.34665962074438
"232","2210071501","(22) Chhattisgarh 22","(0) rural 0","Middle","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",3177.93518371,0.519377651735277
"233","2017011712","(20) Jharkhand 20","(0) rural 0","No education","Q1 (Poorest)","(5) Adivasi 5","(2) Only some confidence","(2) Only some confidence",24660.25487805,4.03028524162745
"234","1802081201","(18) Assam 18","(0) rural 0","No education","Q4","(6) Muslim 6","(1) A great deal of confidence","(2) Only some confidence",2777.39481389,0.453916368016007
